id,customer,article,date,price
2889,442,Whiskey,2021-04-06 08:43:57,1.09
2890,769,Chips,2021-03-18 02:23:56,4.98
2891,961,Popcorn,2021-03-31 00:23:45,3.13
2892,979,Burger,2021-08-13 22:26:18,2.57
2893,858,Fries,2021-06-16 02:17:18,4.38
2894,664,Coke,2021-05-31 19:55:26,4.14
2895,444,Gin,2021-11-02 12:25:07,0.97
2896,378,Whiskey,2021-05-17 14:53:06,5.09
2897,849,Tonic,2021-01-31 07:54:28,1.78
2898,768,Coke,2021-09-22 09:16:35,1.15
2899,713,Guacamole,2021-04-02 18:12:48,2.19
2900,868,Whiskey,2021-10-09 02:26:46,3.72
2901,951,Whiskey,2021-07-26 17:52:05,2.98
2902,657,Coke,2021-04-28 17:19:28,3.8
2903,901,Fries,2021-06-11 05:54:55,2.17
2904,68,Fries,2021-10-07 06:18:12,1.13
2905,655,Beer,2021-03-30 23:02:52,1.09
2906,30,Fries,2021-11-14 11:57:26,3.34
2907,322,Pizza,2021-04-06 19:39:55,0.84
2908,178,Popcorn,2021-05-02 16:43:22,4.63
2909,927,Pizza,2021-02-19 21:48:55,5.49
2910,538,Nachos,2021-10-26 10:01:19,1.41
2911,85,Popcorn,2021-10-30 08:25:30,4.9
2912,412,Pizza,2021-07-18 08:46:12,5.11
2913,58,Guacamole,2021-08-07 02:44:50,1.9
2914,341,Burger,2021-04-14 02:42:38,5.11
2915,5,Fries,2021-10-29 04:13:14,4.41
2916,552,Chips,2021-04-18 14:51:45,2.01
2917,991,Whiskey,2021-03-03 19:00:04,2.5
2918,379,Coke,2021-11-15 02:54:55,2.69
2919,144,Nachos,2021-12-23 09:45:32,4.48
2920,248,Tonic,2021-05-04 06:54:09,0.92
2921,807,Burger,2021-12-02 09:01:06,5.08
2922,205,Beer,2021-03-22 09:33:15,0.98
2923,345,Fries,2021-05-16 23:41:45,0.89
2924,300,Fries,2021-05-22 02:22:52,4.42
2925,655,Guacamole,2021-07-17 19:52:47,1.85
2926,503,Nachos,2021-05-28 19:59:53,4.24
2927,644,Whiskey,2021-08-21 12:27:09,2.35
2928,648,Beer,2021-12-12 01:46:46,2.73
2929,175,Coke,2021-10-03 01:11:12,2.59
2930,692,Burger,2021-10-29 01:55:20,5.03
2931,921,Whiskey,2021-05-30 01:24:35,3.66
2932,493,Whiskey,2021-03-09 17:33:49,3.96
2933,871,Beer,2021-03-04 23:25:57,1.3
2934,214,Gin,2021-09-17 19:30:42,4.08
2935,881,Chips,2021-11-17 18:19:05,2.38
2936,645,Nachos,2021-01-09 21:35:50,1.0
2937,275,Popcorn,2021-06-02 21:30:40,2.91
2938,406,Pizza,2021-12-22 00:26:51,3.24
2939,907,Tonic,2021-03-11 19:10:48,4.53
2940,817,Burger,2021-07-13 14:29:39,2.52
2941,285,Nachos,2021-08-26 08:20:35,3.35
2942,16,Nachos,2021-02-23 07:57:27,1.53
2943,809,Burger,2021-10-20 14:07:29,1.91
2944,611,Chips,2021-03-23 07:38:09,4.09
2945,949,Chips,2021-12-19 23:47:23,2.1
2946,611,Fries,2021-09-02 09:36:25,5.4
2947,738,Gin,2021-02-20 13:36:44,4.09
2948,277,Popcorn,2021-07-07 15:02:02,3.32
2949,262,Pizza,2021-09-21 21:21:32,4.12
2950,983,Guacamole,2021-09-11 08:29:24,1.24
2951,62,Coke,2021-10-06 00:44:22,3.88
2952,243,Whiskey,2021-07-01 23:41:27,3.66
2953,81,Nachos,2021-10-16 13:04:01,2.29
2954,131,Pizza,2021-08-18 11:32:21,2.57
2955,912,Guacamole,2021-06-02 10:04:04,2.8
2956,318,Fries,2021-04-26 10:48:40,0.59
2957,549,Guacamole,2021-06-04 05:49:22,4.0
2958,52,Beer,2021-04-19 20:07:54,0.63
2959,234,Guacamole,2021-08-17 23:12:55,3.17
2960,794,Whiskey,2021-12-11 16:26:50,1.76
2961,400,Coke,2021-11-01 18:55:31,1.55
2962,617,Chips,2021-10-20 20:57:50,4.07
2963,330,Coke,2021-04-03 22:41:34,2.85
2964,857,Burger,2021-01-12 18:08:38,3.23
2965,305,Coke,2021-03-18 05:19:51,4.93
2966,462,Tonic,2021-09-11 08:07:39,4.19
2967,378,Gin,2021-05-24 04:29:41,1.09
2968,682,Tonic,2021-01-08 08:40:58,3.33
2969,443,Nachos,2021-12-31 23:18:38,1.24
2970,651,Popcorn,2021-08-02 16:19:32,4.3
2971,164,Popcorn,2021-10-20 13:27:02,0.59
2972,523,Pizza,2021-09-01 01:05:16,0.76
2973,198,Burger,2021-12-19 12:12:23,3.6
2974,478,Nachos,2021-03-10 21:17:59,2.66
2975,160,Chips,2021-06-07 12:16:54,1.58
2976,896,Popcorn,2021-03-09 00:45:05,1.63
2977,833,Burger,2021-03-23 13:07:52,3.59
2978,393,Popcorn,2021-11-09 06:58:38,1.18
2979,184,Gin,2021-02-25 08:48:39,2.84
2980,821,Tonic,2021-04-09 06:54:54,3.62
2981,285,Popcorn,2021-11-29 18:44:26,1.8
2982,655,Tonic,2021-01-20 13:39:01,0.97
2983,292,Pizza,2021-02-10 02:19:44,5.49
2984,184,Pizza,2021-04-17 12:18:05,3.39
2985,853,Beer,2021-07-04 02:05:21,0.88
2986,357,Gin,2021-03-21 15:02:16,2.19
2987,470,Tonic,2021-02-23 20:20:41,1.63
2988,900,Coke,2021-02-24 23:04:01,4.32
2989,239,Guacamole,2021-09-09 21:48:34,5.39
2990,749,Beer,2021-10-26 06:55:55,3.85
2991,132,Whiskey,2021-09-10 06:20:25,0.97
2992,483,Coke,2021-02-10 20:42:58,1.25
2993,653,Pizza,2021-09-12 03:00:16,3.2
2994,148,Whiskey,2021-08-02 20:39:54,5.32
2995,752,Nachos,2021-05-03 07:50:09,4.59
2996,500,Pizza,2021-04-02 05:58:54,5.5
2997,764,Whiskey,2021-10-29 23:13:08,0.94
2998,590,Guacamole,2021-05-01 06:54:46,0.86
2999,350,Chips,2021-06-25 06:13:11,3.84
3000,546,Popcorn,2021-11-15 13:16:31,1.09
3001,951,Coke,2021-03-12 03:26:03,3.52
3002,40,Popcorn,2021-03-02 19:26:08,4.86
3003,219,Popcorn,2021-04-12 04:32:35,1.62
3004,122,Tonic,2021-09-30 06:14:29,3.36
3005,630,Chips,2021-10-24 23:31:26,4.77
3006,685,Popcorn,2021-03-29 09:34:58,1.65
3007,685,Fries,2021-09-01 18:49:18,4.03
3008,256,Beer,2021-04-14 15:10:53,0.87
3009,166,Fries,2021-02-03 05:34:03,3.6
3010,828,Pizza,2021-11-28 06:36:15,4.18
3011,894,Whiskey,2021-11-17 12:18:14,1.52
3012,375,Coke,2021-12-23 00:37:14,3.99
3013,93,Tonic,2021-06-06 12:05:37,4.45
3014,706,Fries,2021-05-27 01:24:14,0.57
3015,13,Popcorn,2021-11-06 18:07:08,2.04
3016,520,Nachos,2021-06-15 01:00:43,2.42
3017,640,Popcorn,2021-10-13 12:16:06,2.34
3018,288,Beer,2021-05-29 19:50:41,3.46
3019,152,Gin,2021-10-16 10:49:30,2.81
3020,858,Chips,2021-10-31 02:18:08,3.65
3021,655,Fries,2021-09-28 12:41:18,3.49
3022,894,Burger,2021-12-10 07:29:32,1.64
3023,501,Nachos,2021-04-18 05:27:23,3.57
3024,285,Whiskey,2021-07-29 09:38:07,2.09
3025,995,Beer,2021-04-16 03:22:34,3.99
3026,570,Coke,2021-02-22 13:59:42,4.31
3027,309,Coke,2021-01-29 09:53:11,3.37
3028,480,Gin,2021-07-16 12:57:45,3.36
3029,199,Fries,2021-10-20 19:11:02,4.54
3030,651,Pizza,2021-02-18 03:25:48,5.2
3031,401,Pizza,2021-08-10 18:09:00,1.3
3032,373,Tonic,2021-03-05 08:04:58,1.2
3033,994,Guacamole,2021-10-15 01:12:11,1.92
3034,785,Coke,2021-11-14 22:24:54,5.47
3035,519,Chips,2021-05-03 01:30:38,3.47
3036,495,Fries,2021-01-15 06:30:54,5.41
3037,106,Nachos,2021-09-21 00:41:30,3.53
3038,504,Chips,2021-05-24 02:03:22,3.7
3039,875,Guacamole,2021-07-04 00:15:59,1.81
3040,93,Whiskey,2021-03-18 09:14:46,0.91
3041,596,Pizza,2021-07-03 15:02:00,2.12
3042,501,Popcorn,2021-05-21 15:19:44,3.72
3043,366,Popcorn,2021-12-20 23:13:34,0.52
3044,434,Chips,2021-07-23 06:25:28,2.18
3045,68,Chips,2021-12-23 00:37:20,4.34
3046,36,Coke,2021-06-07 23:05:45,1.59
3047,794,Chips,2021-04-29 10:02:55,4.34
3048,974,Beer,2021-12-01 21:51:48,3.36
3049,655,Nachos,2021-10-17 01:56:06,3.62
3050,312,Popcorn,2021-08-21 09:52:36,1.02
3051,931,Guacamole,2021-01-27 00:10:50,3.14
3052,310,Fries,2021-07-03 11:31:41,1.33
3053,824,Nachos,2021-11-03 23:55:09,2.81
3054,357,Coke,2021-05-19 06:09:18,1.86
3055,673,Nachos,2021-11-13 08:54:27,3.29
3056,846,Pizza,2021-05-30 22:04:17,4.25
3057,415,Beer,2021-11-27 10:29:20,2.2
3058,385,Chips,2021-06-05 23:30:58,2.96
3059,397,Fries,2021-06-17 19:24:04,0.79
3060,955,Guacamole,2021-12-20 10:06:59,0.94
3061,721,Pizza,2021-12-27 02:18:27,2.31
3062,309,Pizza,2021-07-16 21:49:43,5.39
3063,316,Whiskey,2021-06-13 10:28:14,5.36
3064,172,Beer,2021-09-16 21:27:27,3.18
3065,244,Burger,2021-01-04 00:01:45,4.32
3066,362,Pizza,2021-07-26 15:17:09,5.29
3067,831,Beer,2021-05-17 14:41:21,5.39
3068,870,Popcorn,2021-02-20 08:44:11,4.23
3069,937,Pizza,2021-04-12 07:14:25,0.97
3070,388,Burger,2021-02-04 09:47:51,5.09
3071,336,Beer,2021-10-17 12:44:39,3.71
3072,982,Whiskey,2021-08-05 10:11:22,2.23
3073,985,Guacamole,2021-04-05 09:17:55,5.17
3074,880,Beer,2021-10-31 00:03:16,4.36
3075,767,Gin,2021-02-24 20:47:59,1.79
3076,933,Coke,2021-08-09 08:23:25,3.42
3077,407,Whiskey,2021-11-10 23:31:27,2.07
3078,93,Fries,2021-10-26 17:57:26,1.25
3079,139,Popcorn,2021-01-09 16:09:26,2.4
3080,128,Popcorn,2021-04-13 16:04:47,5.4
3081,172,Pizza,2021-11-22 23:26:56,2.9
3082,359,Popcorn,2021-06-28 09:19:29,3.2
3083,642,Whiskey,2021-05-03 11:46:42,4.22
3084,557,Tonic,2021-05-17 23:58:39,1.71
3085,822,Coke,2021-12-17 12:14:17,5.07
3086,574,Coke,2021-01-27 13:30:20,3.64
3087,291,Nachos,2021-05-21 07:27:21,3.81
3088,921,Popcorn,2021-07-07 08:45:55,4.4
3089,855,Popcorn,2021-07-04 12:30:47,3.08
3090,653,Chips,2021-07-19 21:11:13,5.17
3091,498,Chips,2021-03-06 02:31:30,2.64
3092,433,Pizza,2021-08-27 23:11:58,1.14
3093,711,Pizza,2021-06-01 06:21:18,3.92
3094,950,Nachos,2021-12-30 21:38:29,2.44
3095,11,Pizza,2021-10-03 02:38:44,1.35
3096,235,Fries,2021-12-23 03:13:57,4.29
3097,329,Coke,2021-08-08 20:13:25,3.42
3098,863,Guacamole,2021-05-05 17:33:53,1.27
3099,597,Beer,2021-06-03 02:11:33,2.77
3100,443,Gin,2021-01-13 22:25:35,3.4
3101,714,Gin,2021-01-18 15:29:16,3.7
3102,420,Gin,2021-11-20 05:56:34,4.72
3103,966,Burger,2021-08-11 11:18:12,0.79
3104,899,Guacamole,2021-06-18 15:53:18,5.42
3105,930,Whiskey,2021-05-03 09:56:33,2.08
3106,106,Burger,2021-12-02 10:29:42,3.02
3107,695,Fries,2021-07-04 12:39:07,3.88
3108,690,Tonic,2021-04-24 20:09:54,3.81
3109,565,Nachos,2021-06-21 04:22:59,2.4
3110,388,Nachos,2021-06-18 04:21:18,2.85
3111,959,Nachos,2021-03-30 07:43:48,2.98
3112,329,Whiskey,2021-10-02 07:52:54,2.25
3113,972,Whiskey,2021-11-03 12:20:53,1.75
3114,589,Coke,2021-02-02 11:43:09,2.15
3115,191,Guacamole,2021-09-28 17:23:57,4.85
3116,540,Burger,2021-11-07 08:42:30,1.75
3117,170,Fries,2021-04-16 15:25:33,1.98
3118,924,Nachos,2021-04-13 22:02:11,2.33
3119,868,Pizza,2021-07-21 00:53:02,3.25
3120,457,Gin,2021-09-10 00:54:15,5.46
3121,763,Burger,2021-04-22 06:19:21,5.4
3122,626,Pizza,2021-03-26 05:25:52,3.87
3123,854,Beer,2021-03-23 11:56:12,2.16
3124,344,Burger,2021-11-15 01:55:56,3.8
3125,333,Coke,2021-02-05 22:01:02,4.2
3126,730,Whiskey,2021-04-24 13:36:20,1.82
3127,983,Chips,2021-11-17 20:53:23,1.45
3128,796,Pizza,2021-01-06 01:42:53,3.93
3129,419,Guacamole,2021-02-28 10:18:33,5.11
3130,808,Beer,2021-07-14 08:06:04,5.02
3131,692,Coke,2021-08-30 22:34:42,3.38
3132,46,Fries,2021-02-27 06:26:35,2.63
3133,435,Popcorn,2021-07-13 03:17:14,3.56
3134,175,Guacamole,2021-03-21 02:37:43,2.71
3135,954,Burger,2021-08-29 12:00:29,1.47
3136,539,Chips,2021-07-17 20:55:44,1.21
3137,975,Beer,2021-03-29 15:40:48,3.42
3138,93,Pizza,2021-08-21 18:33:38,3.18
3139,817,Gin,2021-02-22 20:11:43,5.18
3140,86,Fries,2021-08-30 08:42:44,2.91
3141,946,Chips,2021-10-13 22:02:20,3.99
3142,642,Coke,2021-04-15 17:40:07,1.72
3143,907,Coke,2021-08-03 01:42:33,3.35
3144,48,Gin,2021-11-02 13:42:36,0.69
3145,357,Coke,2021-01-20 11:00:30,3.65
3146,549,Burger,2021-03-01 01:06:57,3.38
3147,627,Popcorn,2021-09-08 13:50:23,4.46
3148,309,Pizza,2021-12-12 19:50:51,5.49
3149,627,Tonic,2021-06-12 03:16:58,1.59
3150,326,Fries,2021-06-12 11:55:35,2.2
3151,679,Whiskey,2021-07-23 08:45:30,4.47
3152,874,Burger,2021-11-20 23:20:21,4.23
3153,572,Coke,2021-10-15 12:48:12,0.87
3154,198,Whiskey,2021-01-03 22:49:46,3.69
3155,916,Gin,2021-04-23 03:28:35,2.07
3156,687,Burger,2021-03-04 03:33:13,2.38
3157,303,Nachos,2021-08-10 11:36:59,0.58
3158,167,Tonic,2021-03-14 03:14:10,0.67
3159,393,Guacamole,2021-12-19 11:57:01,2.62
3160,822,Gin,2021-02-21 04:49:48,3.14
3161,139,Burger,2021-12-28 13:29:26,1.85
3162,955,Whiskey,2021-07-27 07:28:13,1.76
3163,968,Chips,2021-05-25 09:24:35,1.95
3164,510,Pizza,2021-03-14 12:20:30,4.39
3165,780,Tonic,2021-06-19 03:49:40,3.96
3166,136,Chips,2021-08-30 23:13:52,2.15
3167,640,Popcorn,2021-04-29 19:06:21,2.26
3168,319,Fries,2021-01-04 09:05:36,2.63
3169,164,Beer,2021-09-13 03:49:20,3.23
3170,184,Coke,2021-04-03 00:49:00,2.92
3171,233,Popcorn,2021-04-12 00:46:40,0.58
3172,892,Gin,2021-07-04 18:47:26,2.32
3173,487,Chips,2021-03-05 17:57:53,0.71
3174,583,Nachos,2021-05-07 04:48:28,3.08
3175,830,Pizza,2021-07-21 19:31:58,4.23
3176,564,Fries,2021-12-05 01:32:21,1.69
3177,408,Burger,2021-07-29 00:40:19,2.95
3178,223,Pizza,2021-09-23 09:10:57,3.84
3179,974,Fries,2021-03-01 13:00:43,4.51
3180,633,Fries,2021-06-07 13:18:22,4.76
3181,456,Burger,2021-02-10 07:09:22,3.91
3182,250,Fries,2021-12-03 00:22:50,2.0
3183,866,Chips,2021-05-19 15:14:32,3.76
3184,47,Coke,2021-01-01 15:50:05,3.2
3185,108,Guacamole,2021-03-06 00:10:47,3.59
3186,960,Pizza,2021-03-12 15:14:07,1.19
3187,919,Chips,2021-04-24 18:10:26,3.75
3188,409,Tonic,2021-01-03 23:52:57,3.38
3189,328,Nachos,2021-02-24 21:58:10,4.98
3190,806,Nachos,2021-05-22 04:12:39,5.36
3191,501,Guacamole,2021-04-23 04:24:12,1.73
3192,129,Gin,2021-10-04 02:27:22,1.54
3193,529,Popcorn,2021-04-04 14:47:22,0.53
3194,481,Pizza,2021-11-04 14:13:33,0.77
3195,665,Chips,2021-09-02 09:12:04,1.41
3196,48,Tonic,2021-12-03 17:06:00,0.89
3197,332,Whiskey,2021-06-14 03:06:22,2.54
3198,412,Fries,2021-01-22 07:52:27,1.09
3199,412,Chips,2021-09-06 19:55:55,4.77
3200,467,Nachos,2021-07-30 02:05:55,2.28
3201,962,Pizza,2021-06-16 16:00:18,4.55
3202,344,Coke,2021-09-29 17:34:09,3.13
3203,264,Gin,2021-04-21 21:31:50,4.24
3204,746,Pizza,2021-10-01 02:37:07,1.23
3205,128,Pizza,2021-10-19 10:41:33,1.96
3206,226,Guacamole,2021-03-20 05:19:00,2.26
3207,694,Guacamole,2021-11-14 10:37:35,0.63
3208,104,Guacamole,2021-10-25 14:14:04,4.73
3209,823,Popcorn,2021-10-20 08:32:09,3.06
3210,9,Chips,2021-04-28 23:14:36,3.79
3211,372,Beer,2021-12-20 17:54:55,1.66
3212,584,Beer,2021-03-27 03:23:36,3.34
3213,579,Beer,2021-11-01 03:07:36,4.89
3214,356,Nachos,2021-11-26 00:09:52,4.56
3215,271,Chips,2021-10-12 04:15:46,0.55
3216,441,Nachos,2021-09-12 19:00:54,3.41
3217,993,Whiskey,2021-09-10 23:31:34,5.14
3218,426,Burger,2021-02-26 22:57:40,3.03
3219,276,Gin,2021-11-19 15:44:44,2.5
3220,62,Coke,2021-10-25 19:59:44,1.44
3221,819,Gin,2021-02-24 22:38:52,4.35
3222,213,Guacamole,2021-11-01 04:38:46,3.54
3223,167,Tonic,2021-03-08 18:37:48,5.26
3224,340,Popcorn,2021-04-01 14:02:29,5.35
3225,676,Nachos,2021-09-24 17:42:53,3.57
3226,729,Fries,2021-08-02 05:41:20,3.72
3227,76,Guacamole,2021-08-24 11:38:02,0.62
3228,645,Gin,2021-11-05 14:16:23,3.78
3229,692,Chips,2021-07-02 01:41:30,2.39
3230,415,Beer,2021-09-01 18:11:16,3.26
3231,120,Burger,2021-07-28 20:27:31,2.58
3232,574,Pizza,2021-10-22 14:11:30,2.81
3233,864,Whiskey,2021-05-23 20:20:26,1.39
3234,413,Fries,2021-01-03 23:27:06,3.32
3235,70,Tonic,2021-05-05 21:05:17,1.27
3236,196,Coke,2021-09-27 21:04:04,3.95
3237,313,Pizza,2021-02-11 23:05:47,2.12
3238,374,Nachos,2021-07-12 06:11:12,1.28
3239,333,Gin,2021-01-06 03:38:24,0.75
3240,376,Whiskey,2021-09-28 08:24:32,3.94
3241,686,Chips,2021-04-13 09:25:19,1.44
3242,129,Tonic,2021-07-14 02:48:05,1.81
3243,509,Fries,2021-05-16 11:55:43,5.11
3244,335,Popcorn,2021-07-02 23:32:35,4.81
3245,54,Tonic,2021-10-06 16:25:38,1.8
3246,698,Popcorn,2021-01-08 08:48:08,1.86
3247,233,Beer,2021-05-23 06:35:55,2.9
3248,787,Fries,2021-09-03 00:24:42,1.29
3249,780,Guacamole,2021-04-26 09:25:28,5.43
3250,464,Popcorn,2021-09-07 15:42:26,3.97
3251,743,Burger,2021-04-17 16:52:16,5.05
3252,964,Tonic,2021-04-30 11:38:33,3.46
3253,468,Chips,2021-07-11 11:08:23,1.2
3254,645,Tonic,2021-03-29 11:22:54,0.95
3255,168,Burger,2021-05-15 10:31:00,4.5
3256,287,Burger,2021-08-28 14:36:14,1.43
3257,684,Beer,2021-02-22 13:19:53,1.09
3258,131,Guacamole,2021-10-17 22:14:52,1.1
3259,201,Beer,2021-04-27 15:26:31,5.22
3260,734,Gin,2021-08-01 18:05:14,1.07
3261,651,Beer,2021-03-03 06:51:26,5.44
3262,636,Fries,2021-09-03 06:27:43,3.35
3263,972,Gin,2021-01-29 01:30:57,1.69
3264,644,Coke,2021-10-12 06:14:56,3.16
3265,748,Burger,2021-09-04 02:49:37,0.72
3266,909,Whiskey,2021-08-13 22:25:27,1.8
3267,122,Tonic,2021-10-04 19:07:35,2.39
3268,270,Coke,2021-02-17 23:26:46,3.92
3269,95,Guacamole,2021-11-05 22:17:09,1.42
3270,899,Fries,2021-03-18 05:56:24,3.0
3271,612,Popcorn,2021-06-19 16:54:34,3.9
3272,860,Guacamole,2021-08-16 05:28:10,2.61
3273,414,Popcorn,2021-02-20 13:00:26,2.82
3274,899,Chips,2021-05-15 01:40:22,4.96
3275,441,Guacamole,2021-07-21 02:40:21,4.24
3276,226,Chips,2021-11-18 22:51:38,3.21
3277,148,Fries,2021-07-10 20:35:50,2.57
3278,922,Coke,2021-09-14 08:55:02,1.92
3279,295,Chips,2021-07-27 23:36:35,2.21
3280,448,Chips,2021-07-10 08:02:50,3.67
3281,36,Popcorn,2021-10-22 01:29:56,1.53
3282,166,Chips,2021-09-17 10:28:09,1.74
3283,205,Guacamole,2021-10-16 09:06:19,5.01
3284,571,Gin,2021-10-15 15:43:14,4.96
3285,555,Nachos,2021-05-29 14:38:32,3.58
3286,302,Beer,2021-10-06 06:39:12,4.5
3287,914,Fries,2021-09-17 23:57:33,2.3
3288,539,Chips,2021-07-19 06:21:58,1.74
3289,919,Guacamole,2021-09-01 00:37:34,5.13
3290,951,Popcorn,2021-04-18 07:25:25,4.24
3291,602,Chips,2021-07-21 12:48:25,0.51
3292,145,Gin,2021-03-01 07:20:29,2.32
3293,27,Popcorn,2021-04-26 07:25:18,1.47
3294,606,Chips,2021-01-18 19:08:48,3.36
3295,541,Coke,2021-07-23 13:40:10,0.67
3296,650,Chips,2021-11-01 06:55:40,4.76
3297,410,Popcorn,2021-07-22 07:38:20,0.69
3298,483,Coke,2021-11-03 08:52:55,4.12
3299,410,Tonic,2021-04-19 18:35:03,2.34
3300,320,Whiskey,2021-01-10 09:22:57,3.71
3301,688,Coke,2021-08-22 19:12:07,4.01
3302,927,Fries,2021-01-22 02:27:53,3.14
3303,564,Popcorn,2021-03-08 20:46:26,4.78
3304,646,Pizza,2021-11-27 21:19:32,5.16
3305,123,Beer,2021-05-06 13:17:42,3.02
3306,498,Coke,2021-03-04 22:05:21,0.58
3307,295,Burger,2021-08-25 18:34:40,3.46
3308,245,Gin,2021-04-07 04:37:34,1.85
3309,131,Popcorn,2021-05-24 16:34:49,4.24
3310,976,Chips,2021-07-27 08:09:55,4.74
3311,762,Gin,2021-12-01 11:27:49,4.7
3312,136,Nachos,2021-06-07 02:24:56,2.18
3313,189,Fries,2021-08-04 00:20:43,2.5
3314,859,Gin,2021-12-07 01:41:57,2.63
3315,416,Whiskey,2021-01-28 11:54:45,1.04
3316,5,Burger,2021-09-08 14:42:38,2.16
3317,426,Fries,2021-07-05 07:13:42,5.1
3318,443,Whiskey,2021-12-03 22:12:09,1.35
3319,434,Whiskey,2021-05-30 15:29:31,4.49
3320,523,Gin,2021-03-05 05:22:06,1.72
3321,454,Fries,2021-11-11 07:32:25,5.45
3322,697,Gin,2021-01-13 20:15:28,4.62
3323,733,Burger,2021-10-29 09:25:12,5.38
3324,65,Popcorn,2021-12-10 05:32:28,5.21
3325,523,Fries,2021-04-17 00:56:51,4.76
3326,777,Coke,2021-02-10 00:29:09,2.43
3327,163,Whiskey,2021-01-18 15:13:44,4.54
3328,905,Popcorn,2021-04-24 18:36:54,1.19
3329,893,Chips,2021-01-10 02:02:53,5.49
3330,742,Guacamole,2021-01-05 20:25:02,0.97
3331,541,Beer,2021-11-13 21:44:18,1.89
3332,31,Nachos,2021-02-16 18:22:11,3.68
3333,461,Nachos,2021-12-04 07:48:54,5.35
3334,585,Coke,2021-08-22 13:47:01,3.92
3335,697,Popcorn,2021-08-23 14:42:57,2.83
3336,13,Pizza,2021-04-15 13:21:00,4.17
3337,952,Tonic,2021-03-03 05:00:12,1.63
3338,2,Chips,2021-08-01 02:35:26,4.97
3339,726,Coke,2021-04-06 02:16:26,4.04
3340,45,Popcorn,2021-09-28 22:41:19,4.6
3341,592,Fries,2021-07-16 10:26:06,1.75
3342,597,Gin,2021-05-13 19:13:49,1.7
3343,107,Pizza,2021-12-12 13:00:37,3.84
3344,721,Tonic,2021-01-13 20:52:07,2.67
3345,575,Burger,2021-11-12 22:20:54,2.98
3346,405,Guacamole,2021-07-31 13:32:46,4.78
3347,137,Coke,2021-01-14 03:50:02,2.16
3348,486,Guacamole,2021-08-24 03:13:57,4.84
3349,454,Guacamole,2021-06-08 12:33:45,2.44
3350,318,Pizza,2021-01-13 06:16:34,4.34
3351,175,Beer,2021-04-03 12:13:17,1.5
3352,537,Tonic,2021-11-07 19:45:09,1.68
3353,689,Pizza,2021-02-10 15:35:09,2.76
3354,979,Beer,2021-03-19 06:21:21,1.64
3355,809,Gin,2021-04-08 07:57:26,4.13
3356,520,Coke,2021-12-07 02:07:57,2.9
3357,320,Coke,2021-09-10 01:55:25,4.82
3358,284,Chips,2021-06-19 07:12:36,4.7
3359,625,Fries,2021-12-07 16:49:12,3.25
3360,497,Chips,2021-12-24 07:51:27,4.59
3361,490,Beer,2021-09-29 20:38:35,0.61
3362,659,Chips,2021-05-02 20:27:55,3.4
3363,792,Whiskey,2021-10-20 22:59:13,1.63
3364,394,Chips,2021-07-15 12:05:13,3.79
3365,213,Whiskey,2021-05-01 00:42:38,1.93
3366,293,Popcorn,2021-11-11 06:49:53,0.71
3367,77,Nachos,2021-11-05 00:19:20,2.49
3368,18,Beer,2021-12-07 19:00:48,1.42
3369,833,Coke,2021-11-07 10:00:26,1.42
3370,434,Popcorn,2021-10-17 22:03:50,4.22
3371,699,Fries,2021-12-27 17:10:55,1.98
3372,391,Gin,2021-07-28 02:12:59,1.91
3373,902,Burger,2021-05-25 01:31:03,2.86
3374,304,Beer,2021-12-20 18:52:45,3.43
3375,342,Whiskey,2021-11-01 17:35:08,3.69
3376,381,Whiskey,2021-06-09 18:31:29,3.16
3377,901,Coke,2021-03-17 11:59:13,2.4
3378,33,Whiskey,2021-05-15 08:38:19,1.95
3379,734,Guacamole,2021-09-10 14:39:23,2.44
3380,592,Burger,2021-11-28 07:38:58,0.72
3381,381,Popcorn,2021-08-06 16:47:58,2.06
3382,51,Whiskey,2021-06-28 00:00:58,3.54
3383,186,Coke,2021-07-04 18:52:17,1.42
3384,712,Gin,2021-05-19 04:07:25,4.44
3385,648,Burger,2021-10-06 16:41:45,3.07
3386,781,Popcorn,2021-08-30 13:56:22,4.3
3387,711,Coke,2021-11-02 23:41:50,1.76
3388,525,Coke,2021-07-07 05:28:10,5.19
3389,252,Fries,2021-07-09 12:16:33,5.49
3390,882,Beer,2021-03-09 20:21:27,5.17
3391,318,Nachos,2021-07-15 08:03:09,4.55
3392,498,Nachos,2021-02-11 21:33:26,0.52
3393,412,Gin,2021-11-17 13:50:06,4.94
3394,426,Guacamole,2021-01-26 06:17:43,4.21
3395,102,Gin,2021-04-19 04:53:40,3.97
3396,343,Popcorn,2021-02-28 21:25:12,3.35
3397,816,Coke,2021-10-25 05:28:35,3.25
3398,971,Tonic,2021-11-02 21:53:43,1.48
3399,764,Popcorn,2021-08-14 20:46:48,2.63
3400,881,Pizza,2021-04-13 19:39:42,0.61
3401,976,Whiskey,2021-05-26 12:15:55,1.71
3402,723,Tonic,2021-10-23 07:36:32,1.39
3403,823,Chips,2021-02-05 13:31:56,2.99
3404,798,Whiskey,2021-05-16 08:19:59,2.31
3405,987,Gin,2021-11-01 10:56:54,1.1
3406,678,Whiskey,2021-12-30 18:16:54,5.27
3407,940,Popcorn,2021-07-13 09:33:12,4.95
3408,231,Gin,2021-02-05 21:03:57,5.06
3409,875,Coke,2021-09-02 06:53:43,3.55
3410,370,Fries,2021-02-14 09:53:23,0.53
