orderID,activity,endtime,starttime,resource
C325,make delivery,2015-03-20 11:07:58+00:00,2015-03-20 10:55:08+00:00,RCEUC
C317,confirm payment,2015-03-20 11:18:07+00:00,2015-03-20 11:11:28+00:00,EXXRY
C306,make delivery,2015-03-20 11:48:01+00:00,2015-03-20 11:32:50+00:00,SMSNY
C297,pay,2015-03-20 12:00:14+00:00,2015-03-20 11:53:42+00:00,LYVGB
C447,place order,2015-03-20 12:01:51+00:00,2015-03-20 11:55:50+00:00,EQRLD
C337,make delivery,2015-03-20 13:24:06+00:00,2015-03-20 11:57:26+00:00,VXRUO
C304,confirm payment,2015-03-20 16:31:29+00:00,2015-03-20 12:01:19+00:00,VXRUO
C408,send invoice,2015-03-20 13:17:14+00:00,2015-03-20 13:10:12+00:00,DTZWY
C426,send invoice,2015-03-20 13:37:33+00:00,2015-03-20 13:32:59+00:00,ZBEXO
C420,send invoice,2015-03-20 13:44:08+00:00,2015-03-20 13:40:05+00:00,VXRUO
C330,cancel order,2015-03-20 13:48:26+00:00,2015-03-20 13:43:13+00:00,BALPA
C381,pay,2015-03-20 13:57:44+00:00,2015-03-20 13:49:17+00:00,FWWWF
C340,pay,2015-03-20 13:55:49+00:00,2015-03-20 13:51:18+00:00,UTBDH
C448,place order,2015-03-20 14:40:03+00:00,2015-03-20 14:09:47+00:00,SMSNY
C415,send invoice,2015-03-20 14:51:40+00:00,2015-03-20 14:43:00+00:00,VXRUO
C347,send reminder,2015-03-20 15:04:49+00:00,2015-03-20 14:43:49+00:00,RCEUC
C369,pay,2015-03-20 15:05:08+00:00,2015-03-20 14:58:56+00:00,BALPA
C434,send invoice,2015-03-20 18:58:22+00:00,2015-03-20 15:06:16+00:00,SMSNY
C327,cancel order,2015-03-20 15:29:11+00:00,2015-03-20 15:10:06+00:00,DTZWY
C425,send invoice,2015-03-20 15:27:41+00:00,2015-03-20 15:22:30+00:00,VNOHU
C349,cancel order,2015-03-20 15:40:12+00:00,2015-03-20 15:26:50+00:00,EQRLD
C449,place order,2015-03-20 15:51:47+00:00,2015-03-20 15:37:41+00:00,EXXRY
C306,confirm payment,2015-03-20 15:46:59+00:00,2015-03-20 15:43:55+00:00,DTZWY
C437,send invoice,2015-03-20 15:55:42+00:00,2015-03-20 15:50:11+00:00,FGXWW
C416,send invoice,2015-03-20 16:11:32+00:00,2015-03-20 16:03:54+00:00,EMEYV
C357,send reminder,2015-03-20 16:56:19+00:00,2015-03-20 16:39:30+00:00,BALPA
C315,confirm payment,2015-03-20 17:27:48+00:00,2015-03-20 16:57:57+00:00,VNOHU
C353,pay,2015-03-20 17:07:16+00:00,2015-03-20 17:00:43+00:00,DTZWY
C373,send reminder,2015-03-20 17:14:49+00:00,2015-03-20 17:02:02+00:00,UTBDH
C376,pay,2015-03-20 17:22:56+00:00,2015-03-20 17:20:37+00:00,SMSNY
C344,prepare delivery,2015-03-20 17:28:26+00:00,2015-03-20 17:24:43+00:00,EXXRY
C450,place order,2015-03-20 19:35:51+00:00,2015-03-20 17:33:29+00:00,RCEUC
C354,pay,2015-03-20 18:59:02+00:00,2015-03-20 18:51:30+00:00,FGXWW
C451,place order,2015-03-20 22:53:43+00:00,2015-03-20 19:25:05+00:00,FGXWW
C301,prepare delivery,2015-03-20 20:49:05+00:00,2015-03-20 20:21:28+00:00,UTBDH
C341,pay,2015-03-20 21:44:32+00:00,2015-03-20 21:37:54+00:00,FGXWW
C452,place order,2015-03-20 22:56:58+00:00,2015-03-20 22:26:25+00:00,ZBEXO
C453,place order,2015-03-21 20:25:58+00:00,2015-03-21 17:21:42+00:00,EMEYV
C367,pay,2015-03-21 18:16:28+00:00,2015-03-21 18:12:01+00:00,HLJOP
C374,pay,2015-03-22 17:06:34+00:00,2015-03-22 17:00:00+00:00,KXHUV
C454,place order,2015-03-22 17:22:58+00:00,2015-03-22 17:20:36+00:00,RCEUC
C455,place order,2015-03-23 08:51:43+00:00,2015-03-23 08:35:46+00:00,RWVYG
C319,prepare delivery,2015-03-23 11:40:40+00:00,2015-03-23 09:13:24+00:00,EXXRY
C335,confirm payment,2015-03-23 09:54:45+00:00,2015-03-23 09:46:56+00:00,KYICA
C311,prepare delivery,2015-03-23 10:12:46+00:00,2015-03-23 10:05:03+00:00,EQRLD
C321,make delivery,2015-03-23 10:18:57+00:00,2015-03-23 10:07:39+00:00,RLTSN
C456,place order,2015-03-23 10:48:52+00:00,2015-03-23 10:41:46+00:00,BALPA
C325,confirm payment,2015-03-23 10:54:09+00:00,2015-03-23 10:46:27+00:00,EMEYV
C350,send reminder,2015-03-23 11:05:15+00:00,2015-03-23 10:55:45+00:00,DTZWY
C358,pay,2015-03-23 11:19:36+00:00,2015-03-23 11:12:52+00:00,BALPA
C359,prepare delivery,2015-03-23 11:27:06+00:00,2015-03-23 11:21:24+00:00,UTBDH
C337,confirm payment,2015-03-23 11:51:26+00:00,2015-03-23 11:27:52+00:00,DTZWY
C321,confirm payment,2015-03-23 11:56:14+00:00,2015-03-23 11:51:24+00:00,BALPA
C392,send reminder,2015-03-23 12:11:22+00:00,2015-03-23 12:03:48+00:00,VXRUO
C333,prepare delivery,2015-03-23 12:43:31+00:00,2015-03-23 12:18:20+00:00,VXRUO
C433,send invoice,2015-03-23 12:33:10+00:00,2015-03-23 12:22:46+00:00,KYICA
C457,place order,2015-03-23 14:38:55+00:00,2015-03-23 12:41:39+00:00,RLTSN
C326,prepare delivery,2015-03-23 15:58:11+00:00,2015-03-23 13:26:59+00:00,ZBEXO
C331,prepare delivery,2015-03-23 13:42:54+00:00,2015-03-23 13:35:43+00:00,VXRUO
C403,send reminder,2015-03-23 14:32:50+00:00,2015-03-23 14:16:44+00:00,RWVYG
C440,send invoice,2015-03-23 14:26:03+00:00,2015-03-23 14:22:01+00:00,RWVYG
C346,prepare delivery,2015-03-23 17:10:50+00:00,2015-03-23 14:31:44+00:00,EXXRY
C448,send invoice,2015-03-23 14:38:08+00:00,2015-03-23 14:33:03+00:00,DTZWY
C458,place order,2015-03-23 14:45:29+00:00,2015-03-23 14:41:25+00:00,KYICA
C342,send reminder,2015-03-23 15:24:04+00:00,2015-03-23 14:42:54+00:00,RWVYG
C449,send invoice,2015-03-23 16:07:16+00:00,2015-03-23 15:41:28+00:00,SMSNY
C355,prepare delivery,2015-03-23 15:47:43+00:00,2015-03-23 15:44:09+00:00,UTBDH
C344,make delivery,2015-03-23 17:06:31+00:00,2015-03-23 15:49:33+00:00,SMSNY
C361,send reminder,2015-03-23 16:27:29+00:00,2015-03-23 16:16:34+00:00,HLJOP
C352,pay,2015-03-23 16:24:48+00:00,2015-03-23 16:19:43+00:00,HLJOP
C345,send reminder,2015-03-23 16:33:40+00:00,2015-03-23 16:27:11+00:00,EQRLD
C459,place order,2015-03-23 16:52:08+00:00,2015-03-23 16:40:58+00:00,RLTSN
C340,prepare delivery,2015-03-23 17:04:33+00:00,2015-03-23 16:58:12+00:00,VNOHU
C453,send invoice,2015-03-23 17:13:44+00:00,2015-03-23 17:09:57+00:00,SMSNY
C413,send reminder,2015-03-23 17:42:08+00:00,2015-03-23 17:12:33+00:00,UTBDH
C342,cancel order,2015-03-23 17:50:38+00:00,2015-03-23 17:34:36+00:00,KXHUV
C311,confirm payment,2015-03-23 18:02:05+00:00,2015-03-23 17:41:46+00:00,ZBEXO
C460,place order,2015-03-23 18:51:25+00:00,2015-03-23 18:40:03+00:00,FWWWF
C417,send reminder,2015-03-23 19:52:50+00:00,2015-03-23 19:40:27+00:00,EXXRY
C461,place order,2015-03-23 21:39:16+00:00,2015-03-23 21:36:23+00:00,SMSNY
C394,pay,2015-03-24 01:45:10+00:00,2015-03-24 01:41:17+00:00,FWWWF
C462,place order,2015-03-24 05:58:33+00:00,2015-03-24 05:39:30+00:00,KYICA
C400,pay,2015-03-24 07:57:50+00:00,2015-03-24 07:51:15+00:00,HLJOP
C301,make delivery,2015-03-24 08:52:09+00:00,2015-03-24 08:37:42+00:00,RLTSN
C444,send invoice,2015-03-24 08:55:52+00:00,2015-03-24 08:51:03+00:00,ZBEXO
C454,send invoice,2015-03-24 09:05:50+00:00,2015-03-24 09:02:53+00:00,KYICA
C360,prepare delivery,2015-03-24 09:20:15+00:00,2015-03-24 09:12:43+00:00,RCEUC
C350,cancel order,2015-03-24 10:22:52+00:00,2015-03-24 09:18:06+00:00,RCEUC
C319,make delivery,2015-03-24 09:37:35+00:00,2015-03-24 09:24:17+00:00,KYICA
C311,make delivery,2015-03-24 09:34:28+00:00,2015-03-24 09:24:36+00:00,BALPA
C371,prepare delivery,2015-03-24 09:35:34+00:00,2015-03-24 09:31:46+00:00,UTBDH
C316,prepare delivery,2015-03-24 09:52:15+00:00,2015-03-24 09:44:17+00:00,FWWWF
C351,prepare delivery,2015-03-24 10:10:02+00:00,2015-03-24 10:02:29+00:00,KXHUV
C463,place order,2015-03-24 10:26:23+00:00,2015-03-24 10:13:34+00:00,BALPA
C341,prepare delivery,2015-03-24 10:30:25+00:00,2015-03-24 10:26:29+00:00,SMSNY
C442,send invoice,2015-03-24 10:30:02+00:00,2015-03-24 10:26:54+00:00,EMEYV
C411,send reminder,2015-03-24 10:45:04+00:00,2015-03-24 10:32:37+00:00,EXXRY
C372,pay,2015-03-24 10:50:57+00:00,2015-03-24 10:43:34+00:00,EQRLD
C332,prepare delivery,2015-03-24 11:01:54+00:00,2015-03-24 10:58:54+00:00,EMEYV
C377,prepare delivery,2015-03-24 11:31:34+00:00,2015-03-24 11:28:38+00:00,SMSNY
C326,make delivery,2015-03-24 12:14:00+00:00,2015-03-24 11:28:43+00:00,EQRLD
C344,confirm payment,2015-03-24 11:34:47+00:00,2015-03-24 11:29:10+00:00,VNOHU
C319,confirm payment,2015-03-24 11:43:10+00:00,2015-03-24 11:40:07+00:00,HLJOP
C464,place order,2015-03-24 11:56:59+00:00,2015-03-24 11:45:16+00:00,UTBDH
C331,confirm payment,2015-03-24 12:03:46+00:00,2015-03-24 11:47:13+00:00,FGXWW
C359,make delivery,2015-03-24 12:23:54+00:00,2015-03-24 11:49:30+00:00,EQRLD
C436,send invoice,2015-03-24 12:02:13+00:00,2015-03-24 11:55:09+00:00,EMEYV
C407,send reminder,2015-03-24 12:12:38+00:00,2015-03-24 12:02:04+00:00,EXXRY
C438,send invoice,2015-03-24 12:37:13+00:00,2015-03-24 12:05:56+00:00,FGXWW
C333,make delivery,2015-03-24 12:33:43+00:00,2015-03-24 12:06:10+00:00,RCEUC
C405,send reminder,2015-03-24 12:17:44+00:00,2015-03-24 12:09:59+00:00,HLJOP
C387,pay,2015-03-24 12:18:49+00:00,2015-03-24 12:13:04+00:00,KYICA
C339,send reminder,2015-03-24 13:25:04+00:00,2015-03-24 13:06:56+00:00,FWWWF
C364,pay,2015-03-24 13:22:58+00:00,2015-03-24 13:18:05+00:00,ZBEXO
C465,place order,2015-03-24 13:55:37+00:00,2015-03-24 13:48:39+00:00,RWVYG
C414,send reminder,2015-03-24 14:29:42+00:00,2015-03-24 14:04:22+00:00,EQRLD
C355,make delivery,2015-03-24 15:01:01+00:00,2015-03-24 14:13:22+00:00,RWVYG
C336,prepare delivery,2015-03-24 16:57:14+00:00,2015-03-24 14:22:26+00:00,RLTSN
C346,make delivery,2015-03-24 14:56:32+00:00,2015-03-24 14:44:14+00:00,RWVYG
C447,send invoice,2015-03-24 15:10:40+00:00,2015-03-24 15:03:13+00:00,DTZWY
C331,make delivery,2015-03-24 15:42:06+00:00,2015-03-24 15:12:57+00:00,VXRUO
C445,send invoice,2015-03-24 15:36:43+00:00,2015-03-24 15:29:53+00:00,VXRUO
C466,place order,2015-03-24 15:59:55+00:00,2015-03-24 15:55:25+00:00,FWWWF
C390,pay,2015-03-24 16:03:54+00:00,2015-03-24 15:57:49+00:00,KXHUV
C396,send reminder,2015-03-24 16:12:33+00:00,2015-03-24 16:01:36+00:00,VNOHU
C363,send reminder,2015-03-24 16:20:39+00:00,2015-03-24 16:03:28+00:00,EQRLD
C347,pay,2015-03-24 16:18:11+00:00,2015-03-24 16:13:26+00:00,SMSNY
C410,send reminder,2015-03-24 16:27:23+00:00,2015-03-24 16:18:05+00:00,KYICA
C392,pay,2015-03-24 16:35:59+00:00,2015-03-24 16:31:22+00:00,HLJOP
C340,make delivery,2015-03-24 16:57:20+00:00,2015-03-24 16:42:42+00:00,VNOHU
C371,make delivery,2015-03-24 18:21:46+00:00,2015-03-24 16:48:07+00:00,DTZWY
C429,send invoice,2015-03-24 17:04:05+00:00,2015-03-24 16:59:32+00:00,LYVGB
C368,prepare delivery,2015-03-24 19:29:13+00:00,2015-03-24 17:04:28+00:00,EMEYV
C360,make delivery,2015-03-24 17:25:17+00:00,2015-03-24 17:14:11+00:00,KXHUV
C402,send reminder,2015-03-24 17:34:07+00:00,2015-03-24 17:19:55+00:00,HLJOP
C316,confirm payment,2015-03-24 17:47:11+00:00,2015-03-24 17:39:51+00:00,DTZWY
C301,confirm payment,2015-03-24 17:54:53+00:00,2015-03-24 17:46:02+00:00,DTZWY
C338,prepare delivery,2015-03-24 17:56:20+00:00,2015-03-24 17:52:37+00:00,LYVGB
C467,place order,2015-03-24 18:21:51+00:00,2015-03-24 18:08:57+00:00,UTBDH
C366,pay,2015-03-24 18:17:26+00:00,2015-03-24 18:13:04+00:00,ZBEXO
C421,send invoice,2015-03-24 18:43:24+00:00,2015-03-24 18:35:57+00:00,UTBDH
C353,prepare delivery,2015-03-24 19:04:14+00:00,2015-03-24 18:57:03+00:00,LYVGB
C375,pay,2015-03-24 19:30:51+00:00,2015-03-24 19:24:37+00:00,VNOHU
C468,place order,2015-03-24 20:06:08+00:00,2015-03-24 20:03:06+00:00,KYICA
C359,confirm payment,2015-03-24 21:00:15+00:00,2015-03-24 20:52:27+00:00,RWVYG
C435,send invoice,2015-03-24 22:28:48+00:00,2015-03-24 22:24:32+00:00,LYVGB
C469,place order,2015-03-24 22:46:43+00:00,2015-03-24 22:42:26+00:00,RCEUC
C341,make delivery,2015-03-25 09:13:48+00:00,2015-03-25 08:40:52+00:00,LYVGB
C470,place order,2015-03-25 09:16:18+00:00,2015-03-25 09:13:07+00:00,KYICA
C355,confirm payment,2015-03-25 09:20:10+00:00,2015-03-25 09:14:30+00:00,LYVGB
C351,make delivery,2015-03-25 10:04:03+00:00,2015-03-25 09:38:54+00:00,RCEUC
C399,pay,2015-03-25 09:57:10+00:00,2015-03-25 09:50:56+00:00,RCEUC
C332,make delivery,2015-03-25 10:20:22+00:00,2015-03-25 09:55:56+00:00,VXRUO
C362,prepare delivery,2015-03-25 10:07:32+00:00,2015-03-25 09:59:40+00:00,HLJOP
C451,send invoice,2015-03-25 10:11:38+00:00,2015-03-25 10:02:00+00:00,FWWWF
C365,send reminder,2015-03-25 10:41:14+00:00,2015-03-25 10:09:32+00:00,FGXWW
C361,pay,2015-03-25 10:17:16+00:00,2015-03-25 10:10:53+00:00,UYDRD
C340,confirm payment,2015-03-25 10:24:52+00:00,2015-03-25 10:16:40+00:00,UTBDH
C333,confirm payment,2015-03-25 10:31:20+00:00,2015-03-25 10:24:28+00:00,KYICA
C371,confirm payment,2015-03-25 10:35:14+00:00,2015-03-25 10:30:02+00:00,RLTSN
C471,place order,2015-03-25 10:47:02+00:00,2015-03-25 10:44:21+00:00,VXRUO
C432,send invoice,2015-03-25 11:21:32+00:00,2015-03-25 10:57:14+00:00,DTZWY
C316,make delivery,2015-03-25 12:43:59+00:00,2015-03-25 11:19:29+00:00,HLJOP
C334,prepare delivery,2015-03-25 11:29:22+00:00,2015-03-25 11:22:16+00:00,EXXRY
C377,make delivery,2015-03-25 13:16:21+00:00,2015-03-25 11:44:16+00:00,SMSNY
C456,send invoice,2015-03-25 12:13:21+00:00,2015-03-25 11:46:05+00:00,ZBEXO
C345,pay,2015-03-25 12:05:18+00:00,2015-03-25 11:59:54+00:00,EXXRY
C336,make delivery,2015-03-25 12:17:47+00:00,2015-03-25 12:02:36+00:00,FGXWW
C348,pay,2015-03-25 12:16:18+00:00,2015-03-25 12:11:56+00:00,UYDRD
C326,confirm payment,2015-03-25 12:25:36+00:00,2015-03-25 12:17:16+00:00,FGXWW
C397,send reminder,2015-03-25 12:54:35+00:00,2015-03-25 12:28:02+00:00,EXXRY
C356,prepare delivery,2015-03-25 12:43:32+00:00,2015-03-25 12:39:54+00:00,ZBEXO
C472,place order,2015-03-25 12:53:43+00:00,2015-03-25 12:46:49+00:00,KXHUV
C381,prepare delivery,2015-03-25 13:11:27+00:00,2015-03-25 13:07:32+00:00,UYDRD
C346,confirm payment,2015-03-25 13:26:46+00:00,2015-03-25 13:19:16+00:00,DTZWY
C461,send invoice,2015-03-25 14:08:20+00:00,2015-03-25 14:03:16+00:00,LYVGB
C443,send invoice,2015-03-25 14:15:28+00:00,2015-03-25 14:11:38+00:00,RLTSN
C339,pay,2015-03-25 14:26:53+00:00,2015-03-25 14:18:06+00:00,UYDRD
C455,send invoice,2015-03-25 14:26:11+00:00,2015-03-25 14:21:50+00:00,FWWWF
C376,prepare delivery,2015-03-25 14:38:18+00:00,2015-03-25 14:30:29+00:00,VNOHU
C473,place order,2015-03-25 14:59:35+00:00,2015-03-25 14:51:45+00:00,KYICA
C369,prepare delivery,2015-03-25 15:09:33+00:00,2015-03-25 15:06:36+00:00,EXXRY
C341,confirm payment,2015-03-25 15:30:38+00:00,2015-03-25 15:13:11+00:00,RLTSN
C368,make delivery,2015-03-25 15:50:21+00:00,2015-03-25 15:19:54+00:00,UTBDH
C360,confirm payment,2015-03-25 15:49:00+00:00,2015-03-25 15:44:10+00:00,HLJOP
C398,pay,2015-03-25 15:58:33+00:00,2015-03-25 15:52:41+00:00,EXXRY
C385,send reminder,2015-03-25 16:11:11+00:00,2015-03-25 15:58:41+00:00,EQRLD
C386,prepare delivery,2015-03-25 16:43:42+00:00,2015-03-25 16:36:03+00:00,EMEYV
C474,place order,2015-03-25 17:38:58+00:00,2015-03-25 17:01:37+00:00,VXRUO
C353,confirm payment,2015-03-25 17:31:48+00:00,2015-03-25 17:15:21+00:00,RWVYG
C441,send invoice,2015-03-25 17:22:18+00:00,2015-03-25 17:16:53+00:00,VXRUO
C297,prepare delivery,2015-03-25 18:39:37+00:00,2015-03-25 18:11:54+00:00,EMEYV
C475,place order,2015-03-25 18:27:03+00:00,2015-03-25 18:21:22+00:00,FWWWF
C389,pay,2015-03-25 18:49:51+00:00,2015-03-25 18:43:53+00:00,KYICA
C476,place order,2015-03-25 23:41:46+00:00,2015-03-25 20:40:20+00:00,UYDRD
C338,make delivery,2015-03-25 23:44:13+00:00,2015-03-25 22:08:43+00:00,KXHUV
C477,place order,2015-03-26 01:17:02+00:00,2015-03-26 01:03:12+00:00,SMSNY
C377,confirm payment,2015-03-26 08:41:16+00:00,2015-03-26 08:32:24+00:00,RWVYG
C370,prepare delivery,2015-03-26 08:40:47+00:00,2015-03-26 08:37:58+00:00,UYDRD
C367,prepare delivery,2015-03-26 09:14:39+00:00,2015-03-26 09:05:47+00:00,KXHUV
C353,make delivery,2015-03-26 09:20:48+00:00,2015-03-26 09:05:51+00:00,FGXWW
C478,place order,2015-03-26 09:15:39+00:00,2015-03-26 09:09:39+00:00,FGXWW
C392,prepare delivery,2015-03-26 09:24:55+00:00,2015-03-26 09:22:06+00:00,RCEUC
C351,confirm payment,2015-03-26 09:27:37+00:00,2015-03-26 09:22:36+00:00,ZBEXO
C375,prepare delivery,2015-03-26 09:41:11+00:00,2015-03-26 09:33:55+00:00,UYDRD
C362,make delivery,2015-03-26 11:00:05+00:00,2015-03-26 09:42:09+00:00,EQRLD
C381,make delivery,2015-03-26 10:10:59+00:00,2015-03-26 09:43:03+00:00,KYICA
C352,prepare delivery,2015-03-26 10:08:56+00:00,2015-03-26 10:01:19+00:00,EXXRY
C356,confirm payment,2015-03-26 10:12:53+00:00,2015-03-26 10:04:54+00:00,UTBDH
C458,send invoice,2015-03-26 10:22:40+00:00,2015-03-26 10:15:48+00:00,FWWWF
C334,confirm payment,2015-03-26 10:38:33+00:00,2015-03-26 10:32:59+00:00,LYVGB
C479,place order,2015-03-26 10:47:43+00:00,2015-03-26 10:37:25+00:00,HLJOP
C390,prepare delivery,2015-03-26 10:53:48+00:00,2015-03-26 10:38:33+00:00,RCEUC
C439,send invoice,2015-03-26 10:43:13+00:00,2015-03-26 10:41:08+00:00,RLTSN
C470,send invoice,2015-03-26 10:46:55+00:00,2015-03-26 10:43:18+00:00,BALPA
C382,send reminder,2015-03-26 11:13:53+00:00,2015-03-26 10:53:43+00:00,RLTSN
C379,send reminder,2015-03-26 11:17:44+00:00,2015-03-26 10:59:19+00:00,EQRLD
C332,confirm payment,2015-03-26 11:20:06+00:00,2015-03-26 11:10:34+00:00,EMEYV
C452,send invoice,2015-03-26 11:20:44+00:00,2015-03-26 11:15:00+00:00,UYDRD
C336,confirm payment,2015-03-26 11:27:29+00:00,2015-03-26 11:19:40+00:00,UTBDH
C446,send invoice,2015-03-26 11:44:12+00:00,2015-03-26 11:40:00+00:00,VNOHU
C334,make delivery,2015-03-26 12:37:17+00:00,2015-03-26 11:59:21+00:00,VNOHU
C356,make delivery,2015-03-26 12:43:48+00:00,2015-03-26 12:16:48+00:00,UYDRD
C376,make delivery,2015-03-26 13:59:57+00:00,2015-03-26 12:21:44+00:00,RWVYG
C480,place order,2015-03-26 12:47:02+00:00,2015-03-26 12:32:57+00:00,RCEUC
C369,confirm payment,2015-03-26 12:54:45+00:00,2015-03-26 12:50:37+00:00,EMEYV
C374,prepare delivery,2015-03-26 13:49:55+00:00,2015-03-26 13:42:41+00:00,RWVYG
C481,place order,2015-03-26 14:51:26+00:00,2015-03-26 14:24:01+00:00,SMSNY
C387,prepare delivery,2015-03-26 14:38:35+00:00,2015-03-26 14:34:42+00:00,UTBDH
C466,send invoice,2015-03-26 14:40:59+00:00,2015-03-26 14:36:55+00:00,ZBEXO
C363,pay,2015-03-26 15:04:10+00:00,2015-03-26 14:57:08+00:00,VXRUO
C459,send invoice,2015-03-26 17:46:24+00:00,2015-03-26 15:03:52+00:00,KXHUV
C368,confirm payment,2015-03-26 15:15:49+00:00,2015-03-26 15:07:48+00:00,FWWWF
C430,send reminder,2015-03-26 15:43:06+00:00,2015-03-26 15:20:30+00:00,EMEYV
C376,confirm payment,2015-03-26 15:47:21+00:00,2015-03-26 15:39:58+00:00,ZBEXO
C469,send invoice,2015-03-26 15:48:14+00:00,2015-03-26 15:40:43+00:00,RCEUC
C369,make delivery,2015-03-26 16:28:02+00:00,2015-03-26 15:56:29+00:00,VNOHU
C297,make delivery,2015-03-26 16:26:50+00:00,2015-03-26 16:00:39+00:00,BALPA
C385,pay,2015-03-26 16:07:08+00:00,2015-03-26 16:03:29+00:00,BALPA
C482,place order,2015-03-26 16:13:06+00:00,2015-03-26 16:06:09+00:00,LYVGB
C365,cancel order,2015-03-26 16:38:17+00:00,2015-03-26 16:17:36+00:00,SMSNY
C354,prepare delivery,2015-03-26 19:05:07+00:00,2015-03-26 16:34:44+00:00,UTBDH
C378,send reminder,2015-03-26 16:59:05+00:00,2015-03-26 16:38:15+00:00,RWVYG
C414,pay,2015-03-26 16:51:34+00:00,2015-03-26 16:44:27+00:00,RLTSN
C411,pay,2015-03-26 16:57:21+00:00,2015-03-26 16:50:51+00:00,VNOHU
C357,pay,2015-03-26 16:59:28+00:00,2015-03-26 16:54:09+00:00,SMSNY
C386,make delivery,2015-03-26 17:28:44+00:00,2015-03-26 17:04:44+00:00,EXXRY
C457,send invoice,2015-03-26 17:16:04+00:00,2015-03-26 17:10:31+00:00,LYVGB
C338,confirm payment,2015-03-26 17:24:17+00:00,2015-03-26 17:19:53+00:00,RWVYG
C380,send reminder,2015-03-26 18:03:35+00:00,2015-03-26 17:30:00+00:00,RLTSN
C483,place order,2015-03-26 17:38:05+00:00,2015-03-26 17:30:26+00:00,KXHUV
C386,confirm payment,2015-03-26 17:38:20+00:00,2015-03-26 17:32:40+00:00,EXXRY
C297,confirm payment,2015-03-26 18:13:26+00:00,2015-03-26 18:08:46+00:00,UTBDH
C370,confirm payment,2015-03-26 18:33:17+00:00,2015-03-26 18:26:51+00:00,EQRLD
C401,pay,2015-03-26 22:02:55+00:00,2015-03-26 18:27:44+00:00,UTBDH
C372,prepare delivery,2015-03-26 19:30:21+00:00,2015-03-26 19:14:32+00:00,VXRUO
C484,place order,2015-03-26 19:22:44+00:00,2015-03-26 19:18:59+00:00,FWWWF
C404,pay,2015-03-26 19:48:30+00:00,2015-03-26 19:36:39+00:00,EMEYV
C339,prepare delivery,2015-03-26 20:14:47+00:00,2015-03-26 19:47:35+00:00,LYVGB
C393,pay,2015-03-26 20:37:16+00:00,2015-03-26 20:34:58+00:00,FGXWW
C375,make delivery,2015-03-26 21:27:11+00:00,2015-03-26 21:10:12+00:00,FWWWF
C391,pay,2015-03-26 21:45:14+00:00,2015-03-26 21:35:10+00:00,FWWWF
C485,place order,2015-03-26 22:36:05+00:00,2015-03-26 22:14:12+00:00,KXHUV
C486,place order,2015-03-27 12:26:55+00:00,2015-03-27 08:16:39+00:00,LYVGB
C392,make delivery,2015-03-27 09:33:36+00:00,2015-03-27 09:18:02+00:00,RLTSN
C362,confirm payment,2015-03-27 09:32:49+00:00,2015-03-27 09:25:34+00:00,FWWWF
C419,pay,2015-03-27 10:19:34+00:00,2015-03-27 09:58:05+00:00,RCEUC
C352,make delivery,2015-03-27 10:23:24+00:00,2015-03-27 09:59:41+00:00,VNOHU
C487,place order,2015-03-27 10:19:19+00:00,2015-03-27 10:13:05+00:00,RLTSN
C352,confirm payment,2015-03-27 10:30:50+00:00,2015-03-27 10:22:00+00:00,EXXRY
C367,make delivery,2015-03-27 10:46:50+00:00,2015-03-27 10:31:51+00:00,LYVGB
C370,make delivery,2015-03-27 10:48:39+00:00,2015-03-27 10:34:09+00:00,KXHUV
C422,send reminder,2015-03-27 10:58:59+00:00,2015-03-27 10:49:02+00:00,VXRUO
C358,prepare delivery,2015-03-27 11:28:08+00:00,2015-03-27 11:24:23+00:00,FGXWW
C427,send reminder,2015-03-27 11:52:06+00:00,2015-03-27 11:38:47+00:00,EQRLD
C488,place order,2015-03-27 11:49:43+00:00,2015-03-27 11:44:18+00:00,EMEYV
C390,make delivery,2015-03-27 12:11:35+00:00,2015-03-27 11:55:25+00:00,RCEUC
C434,send reminder,2015-03-27 12:10:10+00:00,2015-03-27 11:56:46+00:00,DTZWY
C381,confirm payment,2015-03-27 12:07:31+00:00,2015-03-27 11:57:39+00:00,RWVYG
C375,confirm payment,2015-03-27 12:09:08+00:00,2015-03-27 11:59:28+00:00,FWWWF
C428,send reminder,2015-03-27 12:14:49+00:00,2015-03-27 12:08:22+00:00,EMEYV
C410,pay,2015-03-27 12:36:03+00:00,2015-03-27 12:28:55+00:00,FGXWW
C472,send invoice,2015-03-27 12:47:24+00:00,2015-03-27 12:31:29+00:00,RLTSN
C345,prepare delivery,2015-03-27 12:47:57+00:00,2015-03-27 12:41:46+00:00,VNOHU
C374,make delivery,2015-03-27 13:09:29+00:00,2015-03-27 12:59:08+00:00,EXXRY
C388,pay,2015-03-27 13:29:17+00:00,2015-03-27 13:14:43+00:00,RCEUC
C383,pay,2015-03-27 13:19:18+00:00,2015-03-27 13:15:27+00:00,LYVGB
C416,send reminder,2015-03-27 13:40:49+00:00,2015-03-27 13:22:35+00:00,LYVGB
C384,pay,2015-03-27 13:40:57+00:00,2015-03-27 13:34:23+00:00,RLTSN
C489,place order,2015-03-27 14:03:04+00:00,2015-03-27 13:46:43+00:00,UYDRD
C437,send reminder,2015-03-27 14:32:53+00:00,2015-03-27 14:11:47+00:00,FGXWW
C482,send invoice,2015-03-27 14:28:53+00:00,2015-03-27 14:23:36+00:00,HLJOP
